	124_M_P_sh_R_D_A_01.c3d	124_M_P_sh_R_D_A_01.c3d	124_M_P_sh_R_D_A_01.c3d	124_M_P_sh_R_D_A_01.c3d	124_M_P_sh_R_D_A_01.c3d	124_M_P_sh_R_D_A_01.c3d	124_M_P_sh_R_D_A_01.c3d	124_M_P_sh_R_D_A_01.c3d	124_M_P_sh_R_D_A_02.c3d	124_M_P_sh_R_D_A_02.c3d	124_M_P_sh_R_D_A_02.c3d	124_M_P_sh_R_D_A_02.c3d	124_M_P_sh_R_D_A_02.c3d	124_M_P_sh_R_D_A_02.c3d	124_M_P_sh_R_D_A_02.c3d	124_M_P_sh_R_D_A_02.c3d	124_M_P_sh_R_D_A_03.c3d	124_M_P_sh_R_D_A_03.c3d	124_M_P_sh_R_D_A_03.c3d	124_M_P_sh_R_D_A_03.c3d	124_M_P_sh_R_D_A_03.c3d	124_M_P_sh_R_D_A_03.c3d	124_M_P_sh_R_D_A_03.c3d	124_M_P_sh_R_D_A_03.c3d	124_M_P_sh_R_D_A_04.c3d	124_M_P_sh_R_D_A_04.c3d	124_M_P_sh_R_D_A_04.c3d	124_M_P_sh_R_D_A_04.c3d	124_M_P_sh_R_D_A_04.c3d	124_M_P_sh_R_D_A_04.c3d	124_M_P_sh_R_D_A_04.c3d	124_M_P_sh_R_D_A_04.c3d	124_M_P_sh_R_D_A_05.c3d	124_M_P_sh_R_D_A_05.c3d	124_M_P_sh_R_D_A_05.c3d	124_M_P_sh_R_D_A_05.c3d	124_M_P_sh_R_D_A_05.c3d	124_M_P_sh_R_D_A_05.c3d	124_M_P_sh_R_D_A_05.c3d	124_M_P_sh_R_D_A_05.c3d	124_M_P_sh_R_D_A_06.c3d	124_M_P_sh_R_D_A_06.c3d	124_M_P_sh_R_D_A_06.c3d	124_M_P_sh_R_D_A_06.c3d	124_M_P_sh_R_D_A_06.c3d	124_M_P_sh_R_D_A_06.c3d	124_M_P_sh_R_D_A_06.c3d	124_M_P_sh_R_D_A_06.c3d	124_M_P_sh_R_D_A_07.c3d	124_M_P_sh_R_D_A_07.c3d	124_M_P_sh_R_D_A_07.c3d	124_M_P_sh_R_D_A_07.c3d	124_M_P_sh_R_D_A_07.c3d	124_M_P_sh_R_D_A_07.c3d	124_M_P_sh_R_D_A_07.c3d	124_M_P_sh_R_D_A_07.c3d	124_M_P_sh_R_D_A_08.c3d	124_M_P_sh_R_D_A_08.c3d	124_M_P_sh_R_D_A_08.c3d	124_M_P_sh_R_D_A_08.c3d	124_M_P_sh_R_D_A_08.c3d	124_M_P_sh_R_D_A_08.c3d	124_M_P_sh_R_D_A_08.c3d	124_M_P_sh_R_D_A_08.c3d	124_M_P_sh_R_D_A_09.c3d	124_M_P_sh_R_D_A_09.c3d	124_M_P_sh_R_D_A_09.c3d	124_M_P_sh_R_D_A_09.c3d	124_M_P_sh_R_D_A_09.c3d	124_M_P_sh_R_D_A_09.c3d	124_M_P_sh_R_D_A_09.c3d	124_M_P_sh_R_D_A_09.c3d	124_M_P_sh_R_D_A_10.c3d	124_M_P_sh_R_D_A_10.c3d	124_M_P_sh_R_D_A_10.c3d	124_M_P_sh_R_D_A_10.c3d	124_M_P_sh_R_D_A_10.c3d	124_M_P_sh_R_D_A_10.c3d	124_M_P_sh_R_D_A_10.c3d	124_M_P_sh_R_D_A_10.c3d
	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med
	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D
	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med
ITEM	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
1	0.229611	0.420263	0.351761	0.560181	0.229968	0.161750	0.229248	0.373274	0.410552	0.260137	0.190610	0.099696	0.291978	0.370193	0.300140	0.301828	0.126440	0.049607	0.184255	0.150317	0.267286	0.356838	0.094340	0.240240	0.040666	0.065873	0.265604	0.278728	0.113579	0.086992	0.281025	0.184458	0.046229	0.159752	0.204991	0.175701	0.073453	0.143652	0.183905	0.450723	0.096652	0.103393	0.239941	0.094808	0.165863	0.062452	0.158355	0.138157	0.167395	0.119559	0.256877	0.145319	0.124465	0.152671	0.215961	0.199753	0.118261	0.283017	0.165285	0.331098	0.189264	0.059538	0.325266	0.193386	0.249134	0.157788	0.261954	0.203767	0.307399	0.121920	0.277753	0.315122	0.215451	0.121477	0.252243	0.206497	0.141874	0.212841	0.349102	0.132756
2	0.226114	0.424069	0.352736	0.561178	0.263165	0.175562	0.232483	0.330992	0.404283	0.336375	0.192012	0.108067	0.289793	0.313897	0.299980	0.288916	0.116430	0.036499	0.194940	0.149722	0.254945	0.213161	0.120459	0.243432	0.050459	0.059031	0.277606	0.279076	0.117207	0.091052	0.281632	0.190054	0.043967	0.151181	0.224407	0.206086	0.072065	0.140247	0.183561	0.385819	0.087241	0.100342	0.239186	0.100889	0.167740	0.060979	0.153118	0.134283	0.211038	0.125381	0.281703	0.133295	0.132387	0.159176	0.219403	0.191290	0.100987	0.279934	0.183521	0.386787	0.197806	0.057631	0.315064	0.207643	0.141361	0.126061	0.231961	0.202838	0.306497	0.122642	0.303664	0.310562	0.215941	0.122145	0.257369	0.212233	0.143325	0.202508	0.362341	0.143365
3	0.223164	0.416297	0.353779	0.560048	0.252593	0.189081	0.241347	0.284797	0.366408	0.373322	0.164946	0.108127	0.298250	0.272682	0.294868	0.258530	0.105165	0.042688	0.201549	0.143955	0.150240	0.156923	0.172834	0.242377	0.054162	0.055770	0.286240	0.300475	0.122155	0.138533	0.245637	0.194036	0.043337	0.131527	0.252085	0.213702	0.076226	0.141259	0.185779	0.323521	0.087639	0.100546	0.235314	0.111442	0.168167	0.067821	0.152515	0.120083	0.262836	0.124859	0.384888	0.153184	0.130675	0.160132	0.224717	0.191206	0.090149	0.264074	0.168503	0.386151	0.202417	0.051051	0.317329	0.209977	0.091996	0.093528	0.227001	0.201838	0.303868	0.115914	0.301455	0.297325	0.220030	0.127707	0.266311	0.234795	0.140668	0.203097	0.363825	0.162520
4	0.198746	0.380925	0.348984	0.556513	0.249923	0.189113	0.240701	0.249089	0.277534	0.375437	0.150094	0.126270	0.299904	0.274644	0.266363	0.255761	0.059025	0.060849	0.210384	0.286740	0.151893	0.129029	0.177601	0.244310	0.051126	0.054253	0.295824	0.302359	0.110685	0.166484	0.230451	0.201874	0.054178	0.114765	0.261287	0.203871	0.078104	0.142530	0.199150	0.321554	0.091360	0.091677	0.206354	0.119949	0.162033	0.071147	0.153160	0.126622	0.264446	0.123886	0.403448	0.159644	0.112286	0.149617	0.223329	0.192510	0.088253	0.247540	0.168519	0.387255	0.206533	0.049318	0.316863	0.237162	0.099070	0.054168	0.212475	0.205474	0.302037	0.098447	0.304197	0.278449	0.260567	0.124529	0.270537	0.241129	0.136908	0.219621	0.360815	0.172899
5	0.199785	0.335290	0.348656	0.554973	0.252576	0.200974	0.237992	0.177910	0.250109	0.358932	0.202553	0.120494	0.332484	0.285715	0.256264	0.261147	0.078663	0.077841	0.216647	0.331872	0.147364	0.149068	0.189831	0.244320	0.054918	0.053640	0.294595	0.308499	0.102433	0.170955	0.252592	0.205642	0.056997	0.111056	0.296204	0.223790	0.079379	0.144549	0.219087	0.298398	0.086947	0.079735	0.209472	0.134178	0.161972	0.074583	0.151287	0.131562	0.263641	0.121143	0.401797	0.161256	0.108198	0.134991	0.220034	0.205110	0.070633	0.245453	0.180628	0.382441	0.196213	0.049340	0.304768	0.263141	0.125576	0.067119	0.153063	0.177971	0.285995	0.088687	0.314812	0.275646	0.262271	0.125993	0.270369	0.237008	0.116198	0.230186	0.349653	0.200317
6	0.174705	0.328750	0.346937	0.556419	0.267378	0.205011	0.246166	0.165132	0.196644	0.347663	0.209201	0.126989	0.289078	0.382128	0.259536	0.263025	0.105756	0.079839	0.206009	0.334674	0.152606	0.152068	0.192293	0.246187	0.065348	0.054486	0.373741	0.309813	0.099041	0.180643	0.255395	0.207844	0.062956	0.124858	0.294338	0.229979	0.065379	0.145378	0.220507	0.261584	0.063712	0.071001	0.217542	0.134894	0.159011	0.075915	0.153533	0.133876	0.263691	0.111239	0.423344	0.172879	0.104759	0.132052	0.205914	0.209940	0.070406	0.197914	0.245440	0.390713	0.186941	0.049262	0.299886	0.283963	0.144147	0.071948	0.151305	0.208538	0.264972	0.089677	0.308213	0.278225	0.252555	0.124800	0.272755	0.238385	0.105229	0.223318	0.343203	0.216348
