	203_C_T2_ih_ND_01.c3d	203_C_T2_ih_ND_01.c3d	203_C_T2_ih_ND_01.c3d	203_C_T2_ih_ND_01.c3d	203_C_T2_ih_ND_01.c3d	203_C_T2_ih_ND_01.c3d	203_C_T2_ih_ND_01.c3d	203_C_T2_ih_ND_01.c3d	203_C_T2_ih_ND_02.c3d	203_C_T2_ih_ND_02.c3d	203_C_T2_ih_ND_02.c3d	203_C_T2_ih_ND_02.c3d	203_C_T2_ih_ND_02.c3d	203_C_T2_ih_ND_02.c3d	203_C_T2_ih_ND_02.c3d	203_C_T2_ih_ND_02.c3d	203_C_T2_ih_ND_03.c3d	203_C_T2_ih_ND_03.c3d	203_C_T2_ih_ND_03.c3d	203_C_T2_ih_ND_03.c3d	203_C_T2_ih_ND_03.c3d	203_C_T2_ih_ND_03.c3d	203_C_T2_ih_ND_03.c3d	203_C_T2_ih_ND_03.c3d	203_C_T2_ih_ND_04.c3d	203_C_T2_ih_ND_04.c3d	203_C_T2_ih_ND_04.c3d	203_C_T2_ih_ND_04.c3d	203_C_T2_ih_ND_04.c3d	203_C_T2_ih_ND_04.c3d	203_C_T2_ih_ND_04.c3d	203_C_T2_ih_ND_04.c3d	203_C_T2_ih_ND_05.c3d	203_C_T2_ih_ND_05.c3d	203_C_T2_ih_ND_05.c3d	203_C_T2_ih_ND_05.c3d	203_C_T2_ih_ND_05.c3d	203_C_T2_ih_ND_05.c3d	203_C_T2_ih_ND_05.c3d	203_C_T2_ih_ND_05.c3d	203_C_T2_ih_ND_06.c3d	203_C_T2_ih_ND_06.c3d	203_C_T2_ih_ND_06.c3d	203_C_T2_ih_ND_06.c3d	203_C_T2_ih_ND_06.c3d	203_C_T2_ih_ND_06.c3d	203_C_T2_ih_ND_06.c3d	203_C_T2_ih_ND_06.c3d	203_C_T2_ih_ND_08.c3d	203_C_T2_ih_ND_08.c3d	203_C_T2_ih_ND_08.c3d	203_C_T2_ih_ND_08.c3d	203_C_T2_ih_ND_08.c3d	203_C_T2_ih_ND_08.c3d	203_C_T2_ih_ND_08.c3d	203_C_T2_ih_ND_08.c3d	203_C_T2_ih_ND_09.c3d	203_C_T2_ih_ND_09.c3d	203_C_T2_ih_ND_09.c3d	203_C_T2_ih_ND_09.c3d	203_C_T2_ih_ND_09.c3d	203_C_T2_ih_ND_09.c3d	203_C_T2_ih_ND_09.c3d	203_C_T2_ih_ND_09.c3d	203_C_T2_ih_ND_10.c3d	203_C_T2_ih_ND_10.c3d	203_C_T2_ih_ND_10.c3d	203_C_T2_ih_ND_10.c3d	203_C_T2_ih_ND_10.c3d	203_C_T2_ih_ND_10.c3d	203_C_T2_ih_ND_10.c3d	203_C_T2_ih_ND_10.c3d
	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med
	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D
	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med
ITEM	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
1	0.154035	0.242375	0.160017	0.268598	0.205486	0.779293	0.147230	0.241090	0.288657	0.522233	0.142953	0.216715	0.287205	0.386254	0.136343	0.335011	0.240908	0.185165	0.139392	0.215446	0.535023	0.585310	0.213928	0.383244	0.116758	0.150278	0.128522	0.492021	0.145490	0.315012	0.100431	0.209556	0.259853	0.367438	0.137975	0.469653	0.331258	0.419451	0.267708	0.193007	0.474592	0.445836	0.098955	0.420413	0.201673	0.306714	0.195792	0.167225	0.087217	0.302572	0.166567	0.096241	0.191862	0.226019	0.116828	0.168732	0.185641	0.233648	0.189367	0.279800	0.238787	0.247653	0.141617	0.245247	0.071748	0.078188	0.245948	0.256014	0.138626	0.301923	0.172195	0.135600
2	0.157264	0.235229	0.163673	0.263865	0.214650	0.785008	0.158201	0.241330	0.222016	0.452523	0.140113	0.201849	0.268952	0.367498	0.147009	0.335553	0.240344	0.169802	0.138990	0.191166	0.596845	0.644273	0.213011	0.381187	0.108805	0.150891	0.126481	0.405086	0.144954	0.362502	0.088048	0.226009	0.250642	0.350126	0.133259	0.506842	0.331450	0.422557	0.219327	0.169687	0.445718	0.410518	0.098588	0.384004	0.242382	0.285812	0.210849	0.177343	0.071130	0.237884	0.175550	0.151544	0.194574	0.226556	0.106558	0.172666	0.187179	0.234873	0.184132	0.217458	0.255564	0.245734	0.121475	0.251310	0.058458	0.074920	0.239205	0.231249	0.129560	0.304045	0.169645	0.132959
3	0.161631	0.234614	0.160690	0.260059	0.221300	0.794074	0.162126	0.242612	0.207671	0.413900	0.143206	0.226637	0.269125	0.364731	0.146985	0.340026	0.249801	0.192213	0.103641	0.180106	0.666466	0.694360	0.189845	0.375439	0.109871	0.153787	0.109655	0.401545	0.147040	0.426133	0.085987	0.228797	0.229624	0.308403	0.118130	0.491604	0.331379	0.423285	0.212988	0.135725	0.329467	0.260170	0.110229	0.336211	0.260249	0.293306	0.210856	0.201090	0.111989	0.174398	0.172328	0.273652	0.194032	0.214909	0.104415	0.183609	0.148808	0.189304	0.175499	0.214412	0.267315	0.259188	0.121402	0.319615	0.050535	0.075001	0.236046	0.219659	0.126700	0.310175	0.167181	0.132177
4	0.161941	0.227007	0.154930	0.259490	0.221582	0.798936	0.245080	0.234009	0.208346	0.421395	0.192789	0.265771	0.276745	0.372168	0.151076	0.351544	0.299530	0.223891	0.059862	0.181312	0.699918	0.710215	0.192692	0.327734	0.109276	0.158243	0.103734	0.327206	0.146577	0.443690	0.087452	0.228828	0.230719	0.259755	0.120385	0.448389	0.331674	0.423733	0.213747	0.180220	0.315555	0.268778	0.124008	0.346185	0.261651	0.294820	0.216490	0.213568	0.124221	0.163054	0.164027	0.309099	0.192938	0.196953	0.103573	0.193979	0.114522	0.162314	0.198553	0.236241	0.267077	0.264454	0.124564	0.506766	0.050190	0.074267	0.234135	0.201232	0.133362	0.324830	0.157684	0.127568
5	0.156514	0.223816	0.158521	0.258420	0.221405	0.803805	0.369072	0.241048	0.244711	0.431803	0.199247	0.272679	0.287440	0.373781	0.156719	0.358723	0.289574	0.205599	0.052666	0.181677	0.718974	0.723971	0.196843	0.260362	0.108531	0.178445	0.081615	0.297683	0.138996	0.442833	0.108404	0.229914	0.174701	0.258245	0.146060	0.481852	0.340715	0.432402	0.211176	0.224280	0.291148	0.302243	0.125966	0.270259	0.263145	0.289205	0.218282	0.219644	0.130804	0.169254	0.166027	0.378389	0.180628	0.200135	0.102998	0.189645	0.116626	0.166340	0.200165	0.229830	0.267517	0.264088	0.186351	0.634015	0.048479	0.065941	0.236795	0.247081	0.156412	0.348540	0.178232	0.122251
6	0.139054	0.204111	0.151888	0.264337	0.216430	0.812738	0.412701	0.262571	0.250144	0.417255	0.196247	0.391057	0.309832	0.370941	0.148369	0.333728	0.272272	0.183304	0.090526	0.204835	0.724340	0.721820	0.183370	0.262777	0.093878	0.163494	0.098144	0.301081	0.137400	0.453023	0.117424	0.231084	0.133919	0.193703	0.268746	0.591137	0.337184	0.447426	0.202774	0.226982	0.293909	0.307844	0.138089	0.287080	0.263914	0.271190	0.216157	0.221709	0.129401	0.158692	0.175467	0.420819	0.164196	0.200233	0.104983	0.192660	0.116297	0.163303	0.206376	0.170821	0.268083	0.264324	0.375252	0.662286	0.051352	0.064960	0.173120	0.241121	0.185658	0.359830	0.192817	0.120848
