	202_C_T1_sh_ND_01.c3d	202_C_T1_sh_ND_01.c3d	202_C_T1_sh_ND_01.c3d	202_C_T1_sh_ND_01.c3d	202_C_T1_sh_ND_01.c3d	202_C_T1_sh_ND_01.c3d	202_C_T1_sh_ND_01.c3d	202_C_T1_sh_ND_01.c3d	202_C_T1_sh_ND_02.c3d	202_C_T1_sh_ND_02.c3d	202_C_T1_sh_ND_02.c3d	202_C_T1_sh_ND_02.c3d	202_C_T1_sh_ND_02.c3d	202_C_T1_sh_ND_02.c3d	202_C_T1_sh_ND_02.c3d	202_C_T1_sh_ND_02.c3d	202_C_T1_sh_ND_03.c3d	202_C_T1_sh_ND_03.c3d	202_C_T1_sh_ND_03.c3d	202_C_T1_sh_ND_03.c3d	202_C_T1_sh_ND_03.c3d	202_C_T1_sh_ND_03.c3d	202_C_T1_sh_ND_03.c3d	202_C_T1_sh_ND_03.c3d	202_C_T1_sh_ND_05.c3d	202_C_T1_sh_ND_05.c3d	202_C_T1_sh_ND_05.c3d	202_C_T1_sh_ND_05.c3d	202_C_T1_sh_ND_05.c3d	202_C_T1_sh_ND_05.c3d	202_C_T1_sh_ND_05.c3d	202_C_T1_sh_ND_05.c3d	202_C_T1_sh_ND_06.c3d	202_C_T1_sh_ND_06.c3d	202_C_T1_sh_ND_06.c3d	202_C_T1_sh_ND_06.c3d	202_C_T1_sh_ND_06.c3d	202_C_T1_sh_ND_06.c3d	202_C_T1_sh_ND_06.c3d	202_C_T1_sh_ND_06.c3d	202_C_T1_sh_ND_07.c3d	202_C_T1_sh_ND_07.c3d	202_C_T1_sh_ND_07.c3d	202_C_T1_sh_ND_07.c3d	202_C_T1_sh_ND_07.c3d	202_C_T1_sh_ND_07.c3d	202_C_T1_sh_ND_07.c3d	202_C_T1_sh_ND_07.c3d	202_C_T1_sh_ND_08.c3d	202_C_T1_sh_ND_08.c3d	202_C_T1_sh_ND_08.c3d	202_C_T1_sh_ND_08.c3d	202_C_T1_sh_ND_08.c3d	202_C_T1_sh_ND_08.c3d	202_C_T1_sh_ND_08.c3d	202_C_T1_sh_ND_08.c3d	202_C_T1_sh_ND_10.c3d	202_C_T1_sh_ND_10.c3d	202_C_T1_sh_ND_10.c3d	202_C_T1_sh_ND_10.c3d	202_C_T1_sh_ND_10.c3d	202_C_T1_sh_ND_10.c3d	202_C_T1_sh_ND_10.c3d	202_C_T1_sh_ND_10.c3d
	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med
	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D
	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med
ITEM	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
1	0.497888	0.368266	0.138178	0.139620	0.724896	0.466833	0.273201	0.099871	0.319774	0.232347	0.548066	0.354008	0.401978	0.303538	0.630428	0.144294	0.461481	0.316871	0.310192	0.121466	0.466276	0.335305	0.182787	0.064991	0.285708	0.440872	0.396902	0.182257	0.556264	0.367068	0.356622	0.164904	0.165066	0.171970	0.132503	0.173331	0.060313	0.044273	0.340743	0.184697	0.496844	0.407156	0.399627	0.166189	0.295938	0.311004	0.413353	0.128011	0.153254	0.113185	0.274265	0.121440	0.577156	0.457467	0.338726	0.132740	0.298222	0.144006	0.237918	0.070393	0.357889	1.032596	0.448097	0.198389
2	0.456151	0.288150	0.152561	0.147704	0.710614	0.464551	0.278796	0.125374	0.312727	0.219722	0.563203	0.355873	0.275105	0.243950	0.679091	0.132955	0.462691	0.317863	0.261817	0.118648	0.464175	0.330764	0.191142	0.065445	0.228435	0.391612	0.490541	0.210734	0.590748	0.375206	0.371197	0.150457	0.163980	0.166099	0.128451	0.162611	0.062772	0.073233	0.337232	0.179553	0.499375	0.397180	0.399391	0.152289	0.417560	0.357677	0.411080	0.120140	0.154415	0.113913	0.300939	0.122813	0.544506	0.440352	0.360418	0.127909	0.284192	0.141464	0.238651	0.072739	0.357881	1.007425	0.486511	0.210005
3	0.418396	0.276505	0.185256	0.148222	0.685649	0.455070	0.261002	0.133758	0.295104	0.173657	0.711405	0.395014	0.155162	0.210823	0.651821	0.184928	0.426188	0.326173	0.260130	0.130530	0.468779	0.233926	0.210841	0.079989	0.190277	0.296587	0.512615	0.219150	0.540296	0.366511	0.369692	0.119384	0.158914	0.154959	0.165143	0.156899	0.065878	0.079848	0.331154	0.145881	0.500719	0.398611	0.409360	0.164114	0.423567	0.388086	0.363716	0.122383	0.141747	0.105399	0.353610	0.124146	0.275499	0.219074	0.362819	0.130828	0.270732	0.142288	0.230613	0.076503	0.361354	1.000283	0.513969	0.231398
4	0.414274	0.307538	0.202100	0.149982	0.624714	0.421098	0.260093	0.136533	0.221478	0.134782	0.846721	0.423297	0.192250	0.228386	0.646931	0.212492	0.369735	0.330177	0.263306	0.124731	0.450377	0.200137	0.212718	0.078403	0.177692	0.216183	0.511117	0.220655	0.516059	0.371627	0.334478	0.128246	0.135999	0.150384	0.261269	0.152257	0.065948	0.080375	0.309409	0.110013	0.492772	0.389803	0.406869	0.168900	0.425600	0.414389	0.346171	0.101245	0.124564	0.098774	0.387512	0.125661	0.142628	0.193260	0.359631	0.109899	0.236614	0.137035	0.196406	0.124868	0.314756	0.870591	0.502511	0.238054
5	0.412512	0.329898	0.232758	0.161548	0.568293	0.385986	0.258606	0.136593	0.176250	0.126287	0.874764	0.426481	0.221566	0.220673	0.665876	0.216228	0.225825	0.311835	0.216520	0.127087	0.431898	0.199205	0.222929	0.074558	0.072379	0.181141	0.518006	0.242621	0.520814	0.391234	0.309555	0.139239	0.129549	0.154991	0.263776	0.153946	0.066082	0.080585	0.303940	0.113026	0.447446	0.370058	0.377612	0.182822	0.406792	0.400921	0.334845	0.068464	0.131195	0.108085	0.382437	0.129405	0.116373	0.099668	0.358746	0.102853	0.150418	0.130792	0.174659	0.171211	0.250490	0.597469	0.477193	0.246759
6	0.413569	0.331560	0.257832	0.173312	0.165287	0.195131	0.274070	0.134285	0.169500	0.107916	0.890502	0.454672	0.219761	0.217177	0.671270	0.239530	0.217920	0.298037	0.143178	0.119775	0.411767	0.193873	0.238421	0.073506	0.059447	0.097508	0.514759	0.248879	0.522842	0.422897	0.305433	0.139711	0.144318	0.176009	0.298098	0.154224	0.064516	0.081589	0.261037	0.110863	0.388415	0.351469	0.353250	0.184228	0.402939	0.399156	0.257981	0.065197	0.134004	0.114687	0.378093	0.133765	0.115197	0.071038	0.359147	0.107746	0.085489	0.131112	0.175226	0.176056	0.219298	0.487477	0.480405	0.301122
7	0.406347	0.331432	0.256558	0.184825	0.128272	0.193051	0.331627	0.128049	0.163473	0.107489	0.938166	0.508518	0.220614	0.204260	0.622312	0.248840	0.218642	0.282388	0.182679	0.106197	0.398121	0.166646	0.338305	0.080869	0.051333	0.062374	0.511442	0.258392	0.461798	0.415324	0.277178	0.137971	0.146181	0.177984	0.349872	0.151444	0.062130	0.084668	0.206227	0.096900	0.384770	0.353343	0.347711	0.184716	0.392076	0.387545	0.241140	0.081041	0.137875	0.126017	0.377073	0.136563	0.115298	0.069949	0.357128	0.103288	0.066412	0.123684	0.166777	0.183004	0.223267	0.474912	0.464317	0.333288
8	0.404703	0.328734	0.241338	0.181758	0.107742	0.189210	0.363187	0.133066	0.118032	0.072670	0.945612	0.525751	0.214030	0.214207	0.573958	0.252932	0.232322	0.281604	0.238189	0.129844	0.235490	0.180838	0.444929	0.099483	0.045574	0.057562	0.492297	0.271389	0.455798	0.379642	0.194240	0.152217	0.159164	0.199732	0.372088	0.207386	0.061502	0.084606	0.153389	0.089647	0.384831	0.353265	0.335978	0.185100	0.383988	0.370025	0.261695	0.131297	0.152854	0.127106	0.382531	0.139613	0.110055	0.039866	0.355808	0.097230	0.058213	0.075201	0.139142	0.188900	0.226533	0.476627	0.429461	0.353549
9	0.337342	0.313822	0.239796	0.178676	0.086177	0.170001	0.363332	0.130861	0.101616	0.070221	0.923894	0.482419	0.217663	0.237502	0.571440	0.250639	0.230360	0.275913	0.242542	0.143735	0.200225	0.182354	0.468135	0.099056	0.046371	0.046769	0.489226	0.261751	0.454489	0.385557	0.191651	0.154034	0.166659	0.206728	0.371950	0.197769	0.060859	0.083501	0.155159	0.123872	0.356588	0.324348	0.253590	0.180264	0.350101	0.314121	0.265312	0.137872	0.170313	0.124808	0.383661	0.135021	0.101734	0.037096	0.282479	0.083660	0.052572	0.064351	0.113427	0.191944	0.212616	0.454357	0.389726	0.383700
10	0.187623	0.288699	0.238158	0.184996	0.085574	0.163554	0.359662	0.138782	0.066929	0.068556	0.820313	0.507657	0.239294	0.263690	0.591414	0.258391	0.227092	0.268916	0.249728	0.148149	0.186854	0.195704	0.469612	0.111235	0.054015	0.044303	0.464941	0.265534	0.214978	0.309568	0.147564	0.148751	0.136672	0.198510	0.369735	0.207366	0.047209	0.082892	0.134667	0.149481	0.266813	0.255564	0.189722	0.161892	0.248285	0.277081	0.274689	0.137689	0.168727	0.124466	0.365689	0.101535	0.085727	0.037790	0.235321	0.079603	0.050933	0.053617	0.112230	0.206224	0.207091	0.359884	0.364722	0.392432
11	0.167574	0.269187	0.263175	0.182904	0.079761	0.141795	0.372812	0.129752	0.066379	0.066734	0.804915	0.572799	0.246390	0.274502	0.602052	0.258477	0.208122	0.241362	0.249956	0.152827	0.187387	0.213665	0.532689	0.128603	0.062500	0.049758	0.461451	0.295914	0.186337	0.304401	0.129552	0.151927	0.180709	0.229193	0.370745	0.246761	0.037711	0.084945	0.129050	0.192718	0.200349	0.181796	0.182493	0.176127	0.216819	0.277242	0.266605	0.135253	0.170864	0.162103	0.336363	0.121866	0.074974	0.040321	0.287029	0.080886	0.053553	0.051726	0.158315	0.236860	0.180750	0.222325	0.361796	0.385607
12	0.168286	0.257595	0.313554	0.169633	0.085337	0.154864	0.379476	0.110180	0.069560	0.070900	0.762516	0.593995	0.244595	0.273448	0.550363	0.259500	0.207220	0.233165	0.253995	0.142209	0.177833	0.214336	0.588999	0.131382	0.073775	0.051463	0.424248	0.305842	0.193468	0.332904	0.131402	0.140344	0.181701	0.225567	0.379350	0.293225	0.038074	0.089982	0.153554	0.202630	0.181022	0.136558	0.203816	0.187644	0.205872	0.195660	0.277784	0.150096	0.200464	0.224863	0.347232	0.262466	0.062869	0.056417	0.309033	0.087770	0.054488	0.050802	0.214988	0.298031	0.176813	0.191125	0.357853	0.383181
13	0.168899	0.251846	0.315055	0.171045	0.104136	0.175141	0.385767	0.109893	0.072357	0.086630	0.580338	0.571566	0.240828	0.277256	0.433680	0.259858	0.207682	0.243470	0.276840	0.139154	0.148269	0.209331	0.591516	0.125989	0.074597	0.063523	0.321481	0.334650	0.189236	0.337157	0.137318	0.123812	0.180068	0.222538	0.371884	0.320130	0.035573	0.085155	0.210548	0.233712	0.161640	0.124758	0.250802	0.180663	0.196199	0.169444	0.273303	0.156142	0.213224	0.229277	0.373099	0.338624	0.066636	0.092312	0.293212	0.090062	0.055537	0.064493	0.243253	0.329931	0.198559	0.210038	0.350112	0.392284
14	0.168866	0.241705	0.304490	0.199456	0.128214	0.185848	0.387123	0.105567	0.064821	0.103779	0.432347	0.565609	0.238896	0.290186	0.384006	0.249795	0.205999	0.219184	0.289048	0.150399	0.115612	0.211952	0.588162	0.125713	0.097759	0.086392	0.357481	0.361250	0.160901	0.301922	0.161841	0.121633	0.178507	0.220994	0.313458	0.327872	0.030986	0.081535	0.223757	0.268588	0.153133	0.119639	0.262176	0.160237	0.195136	0.170239	0.242513	0.165608	0.210896	0.229905	0.378964	0.372036	0.073101	0.132780	0.307261	0.075969	0.129301	0.149801	0.249874	0.331985	0.222203	0.219167	0.350212	0.389565
