	139_P_T1_sh_L_ND_A_01.c3d	139_P_T1_sh_L_ND_A_01.c3d	139_P_T1_sh_L_ND_A_01.c3d	139_P_T1_sh_L_ND_A_01.c3d	139_P_T1_sh_L_ND_A_01.c3d	139_P_T1_sh_L_ND_A_01.c3d	139_P_T1_sh_L_ND_A_01.c3d	139_P_T1_sh_L_ND_A_01.c3d	139_P_T1_sh_L_ND_A_02.c3d	139_P_T1_sh_L_ND_A_02.c3d	139_P_T1_sh_L_ND_A_02.c3d	139_P_T1_sh_L_ND_A_02.c3d	139_P_T1_sh_L_ND_A_02.c3d	139_P_T1_sh_L_ND_A_02.c3d	139_P_T1_sh_L_ND_A_02.c3d	139_P_T1_sh_L_ND_A_02.c3d	139_P_T1_sh_L_ND_A_03.c3d	139_P_T1_sh_L_ND_A_03.c3d	139_P_T1_sh_L_ND_A_03.c3d	139_P_T1_sh_L_ND_A_03.c3d	139_P_T1_sh_L_ND_A_03.c3d	139_P_T1_sh_L_ND_A_03.c3d	139_P_T1_sh_L_ND_A_03.c3d	139_P_T1_sh_L_ND_A_03.c3d	139_P_T1_sh_L_ND_A_04.c3d	139_P_T1_sh_L_ND_A_04.c3d	139_P_T1_sh_L_ND_A_04.c3d	139_P_T1_sh_L_ND_A_04.c3d	139_P_T1_sh_L_ND_A_04.c3d	139_P_T1_sh_L_ND_A_04.c3d	139_P_T1_sh_L_ND_A_04.c3d	139_P_T1_sh_L_ND_A_04.c3d	139_P_T1_sh_L_ND_A_06.c3d	139_P_T1_sh_L_ND_A_06.c3d	139_P_T1_sh_L_ND_A_06.c3d	139_P_T1_sh_L_ND_A_06.c3d	139_P_T1_sh_L_ND_A_06.c3d	139_P_T1_sh_L_ND_A_06.c3d	139_P_T1_sh_L_ND_A_06.c3d	139_P_T1_sh_L_ND_A_06.c3d	139_P_T1_sh_L_ND_A_08.c3d	139_P_T1_sh_L_ND_A_08.c3d	139_P_T1_sh_L_ND_A_08.c3d	139_P_T1_sh_L_ND_A_08.c3d	139_P_T1_sh_L_ND_A_08.c3d	139_P_T1_sh_L_ND_A_08.c3d	139_P_T1_sh_L_ND_A_08.c3d	139_P_T1_sh_L_ND_A_08.c3d	139_P_T1_sh_L_ND_A_09.c3d	139_P_T1_sh_L_ND_A_09.c3d	139_P_T1_sh_L_ND_A_09.c3d	139_P_T1_sh_L_ND_A_09.c3d	139_P_T1_sh_L_ND_A_09.c3d	139_P_T1_sh_L_ND_A_09.c3d	139_P_T1_sh_L_ND_A_09.c3d	139_P_T1_sh_L_ND_A_09.c3d	139_P_T1_sh_L_ND_A_10.c3d	139_P_T1_sh_L_ND_A_10.c3d	139_P_T1_sh_L_ND_A_10.c3d	139_P_T1_sh_L_ND_A_10.c3d	139_P_T1_sh_L_ND_A_10.c3d	139_P_T1_sh_L_ND_A_10.c3d	139_P_T1_sh_L_ND_A_10.c3d	139_P_T1_sh_L_ND_A_10.c3d
	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med
	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D
	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med
ITEM	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
1	0.505354	0.247914	0.419283	0.255038	0.161624	0.204705	0.147794	0.457909	0.338997	0.637732	0.311080	0.166504	0.524024	0.677884	0.214837	0.323940	0.313210	0.338206	0.125806	0.477265	0.950140	0.493760	0.333313	0.512184	0.439791	0.581656	0.129095	0.244637	0.193898	0.271734	0.246752	0.772203	0.426241	0.460727	0.363705	0.521950	0.206200	0.364995	0.249950	0.609280	0.499536	0.349059	0.168865	0.123310	0.098741	0.270405	0.296220	0.632926	0.518631	0.162920	0.148835	0.159187	0.288805	0.292192	0.465962	0.278583	0.271103	0.255376	0.226504	0.398605	0.270569	0.179325	0.186733	0.274539
2	0.510695	0.246936	0.356464	0.226017	0.162361	0.206174	0.153718	0.447990	0.327890	0.637062	0.300116	0.162466	0.483428	0.672774	0.209186	0.326990	0.313808	0.355542	0.127084	0.503730	0.955220	0.476223	0.341442	0.479095	0.432848	0.579003	0.150278	0.241653	0.192818	0.269856	0.226633	0.772699	0.440362	0.468410	0.393017	0.549847	0.208112	0.342097	0.248735	0.508631	0.509780	0.341865	0.166682	0.118460	0.098961	0.266643	0.308621	0.657211	0.506834	0.151831	0.163708	0.161516	0.274937	0.292151	0.493441	0.203260	0.298591	0.223742	0.226333	0.439175	0.267702	0.182217	0.183715	0.250185
3	0.451106	0.208223	0.322667	0.227459	0.172462	0.197161	0.157908	0.410548	0.327340	0.634044	0.301361	0.167612	0.483682	0.639060	0.174325	0.337730	0.307662	0.374498	0.124299	0.508446	0.986355	0.443947	0.338687	0.466591	0.416764	0.564325	0.167886	0.227144	0.188344	0.267234	0.223419	0.786613	0.455954	0.468427	0.399028	0.551664	0.212772	0.362102	0.257171	0.481345	0.516639	0.302178	0.158293	0.122023	0.127513	0.230952	0.307548	0.657583	0.431104	0.128291	0.173804	0.165785	0.268584	0.289449	0.545643	0.174288	0.280000	0.225543	0.226325	0.442163	0.264574	0.174789	0.207293	0.248515
4	0.458246	0.209224	0.314572	0.230038	0.175252	0.179613	0.157657	0.402411	0.335958	0.622327	0.299524	0.176697	0.478779	0.648072	0.164848	0.360179	0.303578	0.404629	0.103036	0.505871	0.975977	0.390633	0.327685	0.462613	0.420176	0.549583	0.221382	0.252158	0.188520	0.266658	0.220109	0.758222	0.486934	0.459251	0.362455	0.543957	0.214321	0.377734	0.265947	0.474566	0.490189	0.239216	0.155957	0.160720	0.166320	0.204449	0.306241	0.674342	0.335224	0.123304	0.175397	0.202925	0.266698	0.287991	0.559336	0.175230	0.269860	0.225421	0.227718	0.448926	0.251409	0.168780	0.228445	0.227875
5	0.500625	0.220338	0.317106	0.228863	0.167084	0.158481	0.164202	0.421685	0.345880	0.586825	0.297195	0.187636	0.466189	0.682274	0.174327	0.380858	0.240365	0.520449	0.093552	0.501783	0.926888	0.380143	0.324947	0.442007	0.419163	0.545721	0.251342	0.355592	0.188598	0.252606	0.229365	0.688513	0.523068	0.473226	0.328624	0.524002	0.212419	0.392061	0.265969	0.388945	0.475679	0.249602	0.159615	0.147925	0.164529	0.189429	0.302644	0.600513	0.311857	0.123097	0.175560	0.213286	0.266605	0.284556	0.564435	0.193503	0.272794	0.226150	0.233852	0.431171	0.233741	0.170651	0.239768	0.212812
6	0.491127	0.217125	0.284371	0.196128	0.156170	0.158567	0.170457	0.429637	0.343518	0.530234	0.310523	0.261716	0.466198	0.661043	0.204377	0.391884	0.206198	0.572442	0.091352	0.501073	0.842147	0.376549	0.339412	0.446181	0.405268	0.527326	0.298428	0.376652	0.180941	0.237474	0.244614	0.678655	0.508429	0.465462	0.332198	0.532492	0.212427	0.401986	0.254218	0.336864	0.462346	0.243621	0.165223	0.167292	0.164798	0.187316	0.295924	0.488017	0.284531	0.134197	0.183095	0.224726	0.263429	0.274941	0.564091	0.240364	0.305086	0.235526	0.235975	0.409581	0.208050	0.175484	0.242759	0.213769
7	0.430368	0.196611	0.228629	0.186038	0.152420	0.145827	0.169313	0.379709	0.340537	0.555045	0.304654	0.280069	0.410013	0.588249	0.206831	0.384895	0.200638	0.577643	0.095826	0.449840	0.759095	0.334687	0.353778	0.438922	0.340896	0.496272	0.348445	0.377568	0.181542	0.238486	0.254512	0.666953	0.494199	0.411923	0.338973	0.536367	0.221432	0.487574	0.245298	0.385616	0.441238	0.239938	0.175462	0.179206	0.164622	0.173750	0.274437	0.454682	0.312036	0.190781	0.188495	0.278022	0.228333	0.226897	0.569786	0.269826	0.314176	0.251279	0.235747	0.425234	0.134449	0.177573	0.248592	0.222444
8	0.406995	0.187439	0.203644	0.186692	0.175051	0.154307	0.174798	0.356507	0.332822	0.548099	0.313561	0.303622	0.324757	0.571016	0.209077	0.385257	0.238500	0.590471	0.112167	0.395739	0.676756	0.328767	0.347150	0.390520	0.295905	0.493543	0.355875	0.416737	0.167873	0.224760	0.254758	0.622509	0.500063	0.385665	0.340375	0.536364	0.227291	0.537656	0.277620	0.453202	0.409697	0.241548	0.172406	0.221884	0.165549	0.159550	0.294194	0.455210	0.330797	0.231418	0.182920	0.287817	0.171231	0.153050	0.568686	0.293787	0.352109	0.260191	0.234931	0.463965	0.121967	0.177910	0.266329	0.226423
9	0.382574	0.191817	0.203964	0.183480	0.235616	0.190021	0.170621	0.355110	0.335088	0.496457	0.405130	0.321996	0.322458	0.540238	0.214203	0.439290	0.340558	0.593700	0.124240	0.391831	0.654631	0.323775	0.321961	0.278604	0.279226	0.492640	0.352281	0.477322	0.146220	0.209796	0.253866	0.616587	0.485641	0.325090	0.361478	0.534708	0.227330	0.549885	0.355302	0.461847	0.401965	0.251325	0.176108	0.231300	0.166732	0.153116	0.295901	0.434795	0.334676	0.235471	0.170626	0.287681	0.164923	0.131072	0.565597	0.376450	0.374319	0.286192	0.295665	0.456109	0.110622	0.184440	0.295003	0.263231
10	0.378381	0.213664	0.201445	0.192877	0.246785	0.226334	0.167471	0.362929	0.347818	0.437999	0.431987	0.322972	0.349495	0.533165	0.211549	0.484566	0.437535	0.599175	0.215438	0.381709	0.524155	0.319080	0.313632	0.242292	0.264471	0.466359	0.354699	0.491219	0.148170	0.211304	0.266124	0.611537	0.458146	0.336469	0.405068	0.523679	0.227227	0.547650	0.376663	0.462785	0.306024	0.224365	0.189051	0.240772	0.166742	0.148879	0.296105	0.423238	0.329717	0.245994	0.178450	0.324006	0.144055	0.089336	0.567624	0.417291	0.370060	0.294896	0.399843	0.435206	0.107806	0.200847	0.356811	0.327144
11	0.352561	0.216365	0.189671	0.205600	0.291125	0.254673	0.167052	0.373089	0.322808	0.399934	0.428796	0.323930	0.349969	0.532696	0.212420	0.487241	0.495120	0.602696	0.321360	0.382344	0.430564	0.339779	0.325745	0.233641	0.254893	0.370196	0.357090	0.488865	0.148200	0.233026	0.338163	0.608944	0.430835	0.335329	0.413245	0.510153	0.227707	0.546296	0.380095	0.476459	0.283971	0.280829	0.171930	0.248763	0.166688	0.146889	0.316934	0.402265	0.348620	0.254423	0.178941	0.336509	0.135357	0.087631	0.518449	0.427463	0.400288	0.331040	0.428361	0.441617	0.109653	0.209381	0.443801	0.347318
12	0.337596	0.279290	0.225122	0.213681	0.306578	0.271534	0.176269	0.378394	0.270643	0.379865	0.429609	0.314770	0.308712	0.532416	0.227172	0.481997	0.497921	0.603667	0.376705	0.391563	0.422158	0.326814	0.324156	0.228446	0.226273	0.276931	0.376103	0.484912	0.130158	0.281710	0.469711	0.603840	0.467866	0.370114	0.407034	0.498234	0.219986	0.536851	0.363841	0.505513	0.316491	0.345830	0.181641	0.255928	0.164114	0.126502	0.319774	0.400906	0.367508	0.255853	0.187396	0.335127	0.109670	0.086457	0.419601	0.459082	0.453940	0.337878	0.429702	0.450558	0.110310	0.232060	0.455411	0.339026
13	0.336424	0.285615	0.392291	0.217877	0.309530	0.268309	0.231686	0.360529	0.262941	0.378997	0.420022	0.322075	0.247079	0.508967	0.247260	0.460210	0.521559	0.594002	0.388228	0.397411	0.441498	0.265925	0.324054	0.235041	0.226540	0.265524	0.410366	0.485590	0.136417	0.288895	0.606887	0.571484	0.513239	0.387621	0.436843	0.445961	0.177541	0.516837	0.352376	0.522717	0.313061	0.367232	0.263234	0.258058	0.155472	0.105530	0.353686	0.432740	0.373578	0.255595	0.187301	0.333139	0.103817	0.084034	0.383452	0.478610	0.455926	0.333841	0.428019	0.460924	0.108709	0.241465	0.459439	0.357159
