	151_P_T1_sh_R_D_A_02.c3d	151_P_T1_sh_R_D_A_02.c3d	151_P_T1_sh_R_D_A_02.c3d	151_P_T1_sh_R_D_A_02.c3d	151_P_T1_sh_R_D_A_02.c3d	151_P_T1_sh_R_D_A_02.c3d	151_P_T1_sh_R_D_A_02.c3d	151_P_T1_sh_R_D_A_02.c3d	151_P_T1_sh_R_D_A_03.c3d	151_P_T1_sh_R_D_A_03.c3d	151_P_T1_sh_R_D_A_03.c3d	151_P_T1_sh_R_D_A_03.c3d	151_P_T1_sh_R_D_A_03.c3d	151_P_T1_sh_R_D_A_03.c3d	151_P_T1_sh_R_D_A_03.c3d	151_P_T1_sh_R_D_A_03.c3d	151_P_T1_sh_R_D_A_06.c3d	151_P_T1_sh_R_D_A_06.c3d	151_P_T1_sh_R_D_A_06.c3d	151_P_T1_sh_R_D_A_06.c3d	151_P_T1_sh_R_D_A_06.c3d	151_P_T1_sh_R_D_A_06.c3d	151_P_T1_sh_R_D_A_06.c3d	151_P_T1_sh_R_D_A_06.c3d	151_P_T1_sh_R_D_A_07.c3d	151_P_T1_sh_R_D_A_07.c3d	151_P_T1_sh_R_D_A_07.c3d	151_P_T1_sh_R_D_A_07.c3d	151_P_T1_sh_R_D_A_07.c3d	151_P_T1_sh_R_D_A_07.c3d	151_P_T1_sh_R_D_A_07.c3d	151_P_T1_sh_R_D_A_07.c3d	151_P_T1_sh_R_D_A_08.c3d	151_P_T1_sh_R_D_A_08.c3d	151_P_T1_sh_R_D_A_08.c3d	151_P_T1_sh_R_D_A_08.c3d	151_P_T1_sh_R_D_A_08.c3d	151_P_T1_sh_R_D_A_08.c3d	151_P_T1_sh_R_D_A_08.c3d	151_P_T1_sh_R_D_A_08.c3d	151_P_T1_sh_R_D_A_09.c3d	151_P_T1_sh_R_D_A_09.c3d	151_P_T1_sh_R_D_A_09.c3d	151_P_T1_sh_R_D_A_09.c3d	151_P_T1_sh_R_D_A_09.c3d	151_P_T1_sh_R_D_A_09.c3d	151_P_T1_sh_R_D_A_09.c3d	151_P_T1_sh_R_D_A_09.c3d	151_P_T1_sh_R_D_A_10.c3d	151_P_T1_sh_R_D_A_10.c3d	151_P_T1_sh_R_D_A_10.c3d	151_P_T1_sh_R_D_A_10.c3d	151_P_T1_sh_R_D_A_10.c3d	151_P_T1_sh_R_D_A_10.c3d	151_P_T1_sh_R_D_A_10.c3d	151_P_T1_sh_R_D_A_10.c3d
	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med
	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D
	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med
ITEM	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
1	0.167058	0.126563	0.285250	0.167911	0.119171	0.248115	0.585213	0.357601	0.036631	0.126621	0.251115	0.131808	0.158256	0.298280	0.407515	0.265272	0.062904	0.041961	0.135703	0.129059	0.072375	0.358897	0.430663	0.176739	0.047045	0.138972	0.135038	0.210552	0.088193	0.187582	0.340361	0.189999	0.188299	0.089143	0.228045	0.312395	0.076616	0.087628	0.217378	0.142261	0.113245	0.009632	0.167995	0.150111	0.102532	0.248178	0.130773	0.227043	0.117969	0.105026	0.262986	0.332997	0.332890	0.125702	0.144105	0.161505
2	0.105308	0.104016	0.290003	0.145779	0.103172	0.257522	0.550982	0.362588	0.037689	0.121546	0.254437	0.142641	0.163146	0.278218	0.361657	0.248783	0.062635	0.041257	0.130628	0.132970	0.074602	0.361303	0.353031	0.173344	0.048251	0.139313	0.143372	0.202883	0.040725	0.184804	0.365495	0.175401	0.206142	0.113905	0.231237	0.313104	0.067699	0.092191	0.213447	0.144790	0.108548	0.009362	0.140503	0.134415	0.077185	0.252764	0.136430	0.166611	0.117273	0.104727	0.264427	0.338991	0.341005	0.129876	0.130340	0.179511
3	0.110268	0.104161	0.300091	0.137223	0.078050	0.258660	0.503212	0.358652	0.045114	0.114101	0.253464	0.165559	0.171488	0.209556	0.293870	0.223811	0.061527	0.039607	0.134148	0.132686	0.084776	0.347690	0.339325	0.157764	0.048289	0.138407	0.156146	0.189821	0.028873	0.193988	0.355975	0.163938	0.183289	0.142422	0.229614	0.313086	0.043337	0.097673	0.203804	0.155344	0.109011	0.009436	0.134253	0.086206	0.071531	0.255113	0.150139	0.159255	0.108999	0.118371	0.260588	0.342636	0.334738	0.229076	0.132445	0.156542
4	0.119544	0.087336	0.311561	0.111178	0.058461	0.257885	0.489192	0.357244	0.051567	0.106397	0.255085	0.279814	0.167443	0.124019	0.240836	0.216662	0.055636	0.035357	0.147811	0.134843	0.079169	0.322055	0.187859	0.094366	0.057193	0.114185	0.147534	0.182092	0.048763	0.211279	0.352904	0.165289	0.191104	0.154794	0.231564	0.311572	0.032682	0.097823	0.245600	0.155482	0.116095	0.009504	0.115040	0.093188	0.069692	0.257444	0.251778	0.136010	0.110460	0.121139	0.181314	0.335834	0.356787	0.271518	0.144496	0.152391
5	0.119179	0.073413	0.315275	0.101998	0.048551	0.265323	0.503235	0.349432	0.051831	0.104406	0.261884	0.320778	0.151288	0.082594	0.222475	0.151062	0.048128	0.029699	0.147451	0.146219	0.062590	0.319780	0.168438	0.090435	0.060484	0.088298	0.131282	0.176287	0.054422	0.201673	0.396963	0.159971	0.196398	0.158807	0.214849	0.249081	0.031188	0.106163	0.421780	0.190849	0.114444	0.009054	0.112160	0.094564	0.070828	0.254172	0.280322	0.096680	0.147293	0.112207	0.116959	0.326367	0.342609	0.269626	0.141241	0.148594
6	0.158262	0.057933	0.303657	0.101926	0.045658	0.277768	0.514015	0.324723	0.051065	0.098808	0.270642	0.330068	0.147270	0.091508	0.219951	0.098541	0.043657	0.024910	0.185969	0.145170	0.082687	0.306014	0.490480	0.240201	0.060651	0.081205	0.131326	0.146865	0.056432	0.204571	0.565347	0.152911	0.200292	0.164844	0.186751	0.238301	0.031354	0.113458	0.455705	0.220915	0.140336	0.011929	0.100779	0.107485	0.072867	0.216398	0.425983	0.126450	0.189784	0.113893	0.118840	0.328548	0.339024	0.318417	0.133630	0.144808
