	320_At_T1_sh_ND_L_02.c3d	320_At_T1_sh_ND_L_02.c3d	320_At_T1_sh_ND_L_02.c3d	320_At_T1_sh_ND_L_02.c3d	320_At_T1_sh_ND_L_02.c3d	320_At_T1_sh_ND_L_02.c3d	320_At_T1_sh_ND_L_02.c3d	320_At_T1_sh_ND_L_02.c3d	320_At_T1_sh_ND_L_05.c3d	320_At_T1_sh_ND_L_05.c3d	320_At_T1_sh_ND_L_05.c3d	320_At_T1_sh_ND_L_05.c3d	320_At_T1_sh_ND_L_05.c3d	320_At_T1_sh_ND_L_05.c3d	320_At_T1_sh_ND_L_05.c3d	320_At_T1_sh_ND_L_05.c3d	320_At_T1_sh_ND_L_06.c3d	320_At_T1_sh_ND_L_06.c3d	320_At_T1_sh_ND_L_06.c3d	320_At_T1_sh_ND_L_06.c3d	320_At_T1_sh_ND_L_06.c3d	320_At_T1_sh_ND_L_06.c3d	320_At_T1_sh_ND_L_06.c3d	320_At_T1_sh_ND_L_06.c3d	320_At_T1_sh_ND_L_08.c3d	320_At_T1_sh_ND_L_08.c3d	320_At_T1_sh_ND_L_08.c3d	320_At_T1_sh_ND_L_08.c3d	320_At_T1_sh_ND_L_08.c3d	320_At_T1_sh_ND_L_08.c3d	320_At_T1_sh_ND_L_08.c3d	320_At_T1_sh_ND_L_08.c3d	320_At_T1_sh_ND_L_09.c3d	320_At_T1_sh_ND_L_09.c3d	320_At_T1_sh_ND_L_09.c3d	320_At_T1_sh_ND_L_09.c3d	320_At_T1_sh_ND_L_09.c3d	320_At_T1_sh_ND_L_09.c3d	320_At_T1_sh_ND_L_09.c3d	320_At_T1_sh_ND_L_09.c3d	320_At_T1_sh_ND_L_10.c3d	320_At_T1_sh_ND_L_10.c3d	320_At_T1_sh_ND_L_10.c3d	320_At_T1_sh_ND_L_10.c3d	320_At_T1_sh_ND_L_10.c3d	320_At_T1_sh_ND_L_10.c3d	320_At_T1_sh_ND_L_10.c3d	320_At_T1_sh_ND_L_10.c3d
	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med
	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D
	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med
ITEM	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
1	0.192622	0.153624	0.350235	0.187286	0.322059	0.321333	0.295751	0.339342	0.439559	0.320837	0.404981	0.421476	0.319518	0.217568	0.270422	0.304913	0.329532	0.283800	0.617981	0.233855	0.148165	0.238767	0.144414	0.324042	0.567618	0.441923	0.140205	0.263290	0.440518	0.356514	0.298982	0.252975	0.221392	0.202767	0.310017	0.103044	0.390174	0.216098	0.416447	0.256521	0.202643	0.429446	0.202157	0.188379	0.184013	0.242776	0.290707	0.303722
2	0.188836	0.157638	0.277978	0.195424	0.350215	0.318612	0.279127	0.339303	0.446679	0.323726	0.421672	0.429288	0.321567	0.194634	0.281047	0.303087	0.332427	0.285747	0.626039	0.240783	0.123534	0.168667	0.162710	0.301584	0.567380	0.442533	0.149115	0.254602	0.473931	0.373366	0.278354	0.266014	0.219545	0.194940	0.317820	0.104550	0.379864	0.192531	0.398249	0.280451	0.185223	0.386507	0.203397	0.182288	0.181373	0.241930	0.304537	0.303579
3	0.184499	0.160235	0.263037	0.193078	0.352416	0.318783	0.268640	0.355977	0.463239	0.324404	0.423003	0.447509	0.323799	0.185456	0.296610	0.285862	0.336525	0.281163	0.625858	0.247706	0.115143	0.137664	0.202576	0.326379	0.587166	0.468903	0.162672	0.250708	0.493266	0.379821	0.280524	0.262364	0.226877	0.195306	0.311111	0.110299	0.305613	0.169566	0.314028	0.339478	0.177994	0.374476	0.201750	0.191503	0.168488	0.240366	0.334059	0.303143
4	0.183879	0.163911	0.212922	0.188002	0.352365	0.319244	0.270622	0.375897	0.465652	0.309175	0.419354	0.456229	0.313252	0.180949	0.313931	0.265663	0.348736	0.291042	0.587720	0.254619	0.127586	0.140194	0.206838	0.326596	0.626143	0.508799	0.164644	0.250098	0.542043	0.401442	0.281582	0.287020	0.237020	0.204298	0.311461	0.138668	0.238267	0.159658	0.229789	0.385241	0.175498	0.374976	0.203295	0.204691	0.160413	0.245707	0.338520	0.300494
5	0.190024	0.189373	0.223517	0.214337	0.342292	0.317531	0.273197	0.380251	0.455654	0.290579	0.416885	0.456686	0.270409	0.172174	0.310298	0.276955	0.348754	0.299418	0.518955	0.254703	0.118958	0.119509	0.220884	0.331140	0.643165	0.520973	0.165793	0.251844	0.616533	0.405933	0.279622	0.295633	0.239738	0.210975	0.315955	0.169609	0.245904	0.161591	0.211049	0.403978	0.172086	0.359744	0.194767	0.205195	0.160750	0.257336	0.339440	0.277093
6	0.182071	0.221055	0.228134	0.215698	0.336471	0.311785	0.264287	0.382419	0.438657	0.269957	0.424790	0.456632	0.268935	0.164640	0.307660	0.285296	0.365769	0.317650	0.455299	0.255672	0.102700	0.116697	0.223529	0.330532	0.640755	0.517626	0.185184	0.251002	0.636186	0.394668	0.270091	0.298149	0.287262	0.229921	0.324591	0.212798	0.271993	0.162364	0.216184	0.405509	0.135941	0.275007	0.157118	0.201579	0.159318	0.262314	0.342802	0.264167
7	0.409280	0.332577	0.232414	0.242485	0.313630	0.278453	0.276664	0.375317	0.410781	0.255052	0.430579	0.456715	0.244189	0.111864	0.316144	0.294676	0.406467	0.326421	0.414492	0.256378	0.103041	0.118475	0.218916	0.311143	0.626611	0.503676	0.202520	0.247825	0.644301	0.405073	0.251810	0.299795	0.308573	0.237458	0.327968	0.246031	0.309745	0.160498	0.218057	0.416398	0.100810	0.139050	0.124789	0.197170	0.157512	0.258474	0.327828	0.263671
